Frequency (B) (Hz),Peak to peak (A) (V),Normalized Peak to Peak (A) (V) ,Peak to peak (B) (V),"Phase (A, B) (°)",,,
27508.1,0.2449477,0.945571695,0.4768822,309.9602,,,
27501.76,0.2502335,0.965976471,0.4723808,313.0294,,,
27501.76,0.2449477,0.945571695,0.4813837,312.0538,,,
27501.76,0.2502335,0.965976471,0.4723808,313.1171,,,
27501.76,0.2467116,0.952380879,0.4768822,311.5453,,,
27501.76,0.2502335,0.965976471,0.4858852,310.5747,,,
27501.76,0.2467116,0.952380879,0.4678793,312.668,,,
27501.76,0.2484756,0.959190449,0.4813837,313.2131,,,
27508.1,0.2467116,0.952380879,0.4768822,310.2643,,,
27501.76,0.2467116,0.952380879,0.4768822,310.1877,,,
27501.76,0.2467116,0.952380879,0.4768822,310.8117,,,
27501.76,0.2467116,0.952380879,0.4768822,310.1877,,,
27501.76,0.2484695,0.959166901,0.4768822,309.8851,,,
27501.76,0.2467116,0.952380879,0.4858852,312.9383,,,
27501.76,0.2502335,0.965976471,0.4813837,311.2075,,,
28001.79,0.2449477,0.945571695,0.4858852,310.5803,,,
28001.79,0.2449477,0.945571695,0.4903867,310.3223,,,
28001.79,0.2484695,0.959166901,0.4903867,310.4069,,,
28001.79,0.2449477,0.945571695,0.4948882,310.0217,,,
28001.79,0.2484695,0.959166901,0.4903867,310.106,,,
28001.79,0.2467116,0.952380879,0.4903867,310.407,,,
28001.79,0.2467116,0.952380879,0.4813837,311.2591,,,
28001.79,0.2467116,0.952380879,0.4858852,310.1464,,,
28001.79,0.2449477,0.945571695,0.4948882,309.8377,,,
28001.79,0.2502335,0.965976471,0.4858852,310.7469,,,
27994.79,0.2449477,0.945571695,0.4858852,309.7831,,,
28001.79,0.2467116,0.952380879,0.4903867,311.0878,,,
28001.79,0.2449477,0.945571695,0.4858852,310.0776,,,
28001.79,0.2467116,0.952380879,0.4903867,311.3449,,,
28001.97,0.2467116,0.952380879,0.4903867,310.7587,,,
28145.03,0.2449477,0.945571695,0.4993896,310.2812,,,
28501.82,0.2449477,0.945571695,0.4993896,309.419,,,
28501.82,0.2484695,0.959166901,0.5083926,309.2175,,,
28501.82,0.2467116,0.952380879,0.4993896,309.3181,,,
28501.82,0.2502335,0.965976471,0.5083926,310.0359,,,
28501.82,0.2484695,0.959166901,0.5038911,308.1451,,,
28502.9,0.2467116,0.952380879,0.4993896,310.6881,,,
28501.82,0.2449477,0.945571695,0.5083926,309.2175,,,
28501.82,0.2484695,0.959166901,0.4993896,308.3352,,,
28501.82,0.2467116,0.952380879,0.4993896,309.7251,,,
28501.82,0.2449477,0.945571695,0.5038911,309.725,,,
28501.82,0.2449477,0.945571695,0.4993896,309.6225,,,
28501.82,0.2467116,0.952380879,0.5038911,308.919,,,
28501.82,0.2484695,0.959166901,0.5038911,308.3503,,,
28501.82,0.2484695,0.959166901,0.5038911,307.7685,,,
28501.82,0.2449477,0.945571695,0.5038911,308.8205,,,
28502.9,0.2467116,0.952380879,0.5038911,310.3676,,,
28501.82,0.2449477,0.945571695,0.5038911,309.1175,,,
29001.86,0.2449477,0.945571695,0.5128788,307.6464,,,
29001.86,0.2467116,0.952380879,0.5128788,308.3124,,,
29001.86,0.2484695,0.959166901,0.5128788,306.3335,,,
29001.86,0.2449477,0.945571695,0.5128788,307.6464,,,
28996.39,0.2467116,0.952380879,0.5128788,307.4876,,,
29001.86,0.2484695,0.959166901,0.5128788,306.7682,,,
29001.86,0.2449477,0.945571695,0.5128788,307.4757,,,
29001.86,0.2467116,0.952380879,0.5128788,307.8344,,,
29001.86,0.2449477,0.945571695,0.5218665,308.1354,,,
29001.86,0.2449477,0.945571695,0.5173803,308.6209,,,
29001.86,0.2449477,0.945571695,0.5173803,308.0242,,,
29001.86,0.2449477,0.945571695,0.5128788,307.753,,,
29001.86,0.2484695,0.959166901,0.5218665,307.4604,,,
29001.86,0.2449477,0.945571695,0.5128788,307.4722,,,
29001.86,0.2449477,0.945571695,0.5128788,307.4604,,,
29001.86,0.2449477,0.945571695,0.5128788,307.4737,,,
29501.89,0.2449477,0.945571695,0.5308695,306.8762,,,
29501.89,0.2449477,0.945571695,0.526368,307.1504,,,
29501.89,0.2449477,0.945571695,0.5263833,305.4375,,,
29501.89,0.2449477,0.945571695,0.526368,307.3509,,,
29501.89,0.2431837,0.938762125,0.5218818,307.1658,,,
29501.89,0.2449477,0.945571695,0.5263833,306.2679,,,
29501.89,0.2449477,0.945571695,0.526368,307.1504,,,
29501.89,0.2484695,0.959166901,0.5218818,305.5815,,,
29504.76,0.2449477,0.945571695,0.5218818,306.2671,,,
29501.89,0.2467116,0.952380879,0.5218818,306.0051,,,
29501.89,0.2449477,0.945571695,0.5308695,306.3481,,,
29501.89,0.2467116,0.952380879,0.5308695,306.252,,,
29501.89,0.2467116,0.952380879,0.5308695,306.9774,,,
29501.89,0.2467116,0.952380879,0.5308695,306.6061,,,
29501.89,0.2449477,0.945571695,0.526368,306.6957,,,
29944.25,0.2431837,0.938762125,0.5353709,305.9737,,,
30001.92,0.2449477,0.945571695,0.5353709,305.8802,,,
30001.92,0.2449477,0.945571695,0.5353709,306.2088,,,
30001.92,0.2449477,0.945571695,0.5353709,305.9605,,,
30001.92,0.2467055,0.952357331,0.5398724,305.1977,,,
30001.92,0.2431837,0.938762125,0.5443739,306.9304,,,
30001.92,0.2414197,0.931952555,0.5353709,305.9454,,,
30001.92,0.2449477,0.945571695,0.5398724,305.262,,,
30001.92,0.2414197,0.931952555,0.5353709,305.7009,,,
30005.69,0.2484695,0.959166901,0.5398724,305.3658,,,
30001.92,0.2431837,0.938762125,0.5398724,306.04,,,
30001.92,0.2484695,0.959166901,0.5398724,305.3607,,,
30001.92,0.2449477,0.945571695,0.5353709,305.0994,,,
30001.92,0.2484695,0.959166901,0.5353709,305.3658,,,
30001.92,0.2449477,0.945571695,0.5353709,305.351,,,
30001.92,0.2449477,0.945571695,0.5353709,305.9455,,,
30001.92,0.2449477,0.945571695,0.5398724,304.5514,,,
30501.95,0.2431837,0.938762125,0.5488754,304.2264,,,
30501.95,0.2414197,0.931952555,0.5443739,304.9727,,,
30498.8,0.2431837,0.938762125,0.5533769,304.5612,,,
30501.95,0.2414197,0.931952555,0.5443739,304.7278,,,
30501.95,0.2414197,0.931952555,0.5488754,303.9884,,,
30501.95,0.2414197,0.931952555,0.5533769,305.0413,,,
30501.95,0.2414197,0.931952555,0.5488754,304.1467,,,
30498.8,0.2414197,0.931952555,0.5488754,304.323,,,
30501.95,0.2431837,0.938762125,0.5533769,304.9579,,,
30501.95,0.2431837,0.938762125,0.5443739,305.0603,,,
30501.95,0.2431837,0.938762125,0.5533769,305.739,,,
30501.95,0.2431837,0.938762125,0.5488754,303.9911,,,
30501.95,0.2414197,0.931952555,0.5488754,303.9911,,,
30501.95,0.2414197,0.931952555,0.5488754,304.1467,,,
30501.95,0.2414197,0.931952555,0.5488754,304.2409,,,
30501.95,0.2449477,0.945571695,0.5533769,304.5466,,,
31001.98,0.2414197,0.931952555,0.5533769,305.0945,,,
31001.98,0.2449477,0.945571695,0.5578784,302.6186,,,
31001.98,0.2449477,0.945571695,0.5578784,302.9406,,,
31001.98,0.2414197,0.931952555,0.5623798,305.6749,,,
31001.98,0.2431837,0.938762125,0.5578784,303.0132,,,
31001.98,0.2414197,0.931952555,0.5578784,303.317,,,
31001.98,0.2414197,0.931952555,0.5623798,304.0988,,,
31007.55,0.2431837,0.938762125,0.5578784,302.3452,,,
31001.98,0.2414197,0.931952555,0.5623798,302.9265,,,
31001.98,0.2484695,0.959166901,0.5578784,302.9362,,,
31001.98,0.2431837,0.938762125,0.5578784,304.917,,,
31001.98,0.2414197,0.931952555,0.5623798,303.7813,,,
31007.55,0.2414197,0.931952555,0.5623798,304.5022,,,
31007.55,0.2431837,0.938762125,0.5623798,305.1755,,,
31001.98,0.2431837,0.938762125,0.5578784,304.0829,,,
31001.98,0.2431837,0.938762125,0.5623798,302.8663,,,
31502.02,0.2431837,0.938762125,0.5758843,303.7941,,,
31508.48,0.2414197,0.931952555,0.5578784,304.1888,,,
31502.02,0.2431837,0.938762125,0.5668813,301.714,,,
31502.02,0.2431837,0.938762125,0.5668813,301.5504,,,
31508.48,0.2431837,0.938762125,0.5758843,303.8737,,,
31502.02,0.2396558,0.925143372,0.5713828,303.636,,,
31502.02,0.2414197,0.931952555,0.5713828,307.7045,,,
31502.02,0.2449477,0.945571695,0.5713828,301.7004,,,
31502.02,0.2431837,0.938762125,0.575869,301.7004,,,
31502.02,0.2414197,0.931952555,0.5713828,307.7163,,,
31502.02,0.2414197,0.931952555,0.5713828,301.7139,,,
31502.02,0.2431837,0.938762125,0.5578784,303.245,,,
31502.02,0.2431837,0.938762125,0.5713828,301.714,,,
31502.02,0.2414197,0.931952555,0.5713828,301.7139,,,
31502.02,0.2414197,0.931952555,0.5578784,303.2396,,,
31634.42,0.2414197,0.931952555,0.5758843,302.3975,,,
32009.41,0.2431837,0.938762125,0.584872,301.6886,,,
32002.05,0.2396558,0.925143372,0.584872,302.0532,,,
32002.05,0.2431837,0.938762125,0.5803705,301.9861,,,
32002.05,0.2396558,0.925143372,0.584872,302.2752,,,
32002.05,0.2414197,0.931952555,0.5803705,302.116,,,
32002.05,0.2414197,0.931952555,0.584872,301.8436,,,
32002.05,0.2431837,0.938762125,0.584872,301.7673,,,
32002.05,0.2414197,0.931952555,0.5803705,302.3483,,,
32002.05,0.2396558,0.925143372,0.5803705,302.5699,,,
32002.05,0.2431837,0.938762125,0.5803705,302.2751,,,
32009.41,0.2414197,0.931952555,0.584872,301.6266,,,
32002.05,0.2414197,0.931952555,0.584872,301.7728,,,
32002.05,0.2414197,0.931952555,0.584872,301.8331,,,
32002.05,0.2396558,0.925143372,0.5848567,302.6444,,,
32002.05,0.2449477,0.945571695,0.5803705,301.5446,,,
32002.05,0.2414197,0.931952555,0.584872,301.5566,,,
32502.08,0.2396558,0.925143372,0.5938597,301.6654,,,
32502.08,0.2431837,0.938762125,0.5938597,301.671,,,
32502.08,0.2414197,0.931952555,0.5983611,301.8181,,,
32502.08,0.2431837,0.938762125,0.5983611,301.5773,,,
32502.08,0.2414197,0.931952555,0.5983611,301.431,,,
32502.01,0.2431837,0.938762125,0.5983611,301.6575,,,
32502.08,0.2396558,0.925143372,0.5938597,301.6654,,,
32502.08,0.2396558,0.925143372,0.5983611,302.4655,,,
32502.08,0.2396558,0.925143372,0.5938597,301.5985,,,
32502.01,0.2431837,0.938762125,0.5983611,301.596,,,
32493.67,0.2431837,0.938762125,0.5983611,301.2715,,,
32502.08,0.2396558,0.925143372,0.5938597,302.2254,,,
32502.08,0.2396558,0.925143372,0.5983611,302.06,,,
32493.67,0.2396558,0.925143372,0.6028626,301.6601,,,
32502.08,0.2414197,0.931952555,0.5983611,301.7405,,,
32502.08,0.2396558,0.925143372,0.5938597,301.4604,,,
33002.11,0.2431837,0.938762125,0.6073641,301.2372,,,
33002.11,0.2396558,0.925143372,0.6073641,301.6472,,,
33002.11,0.2414197,0.931952555,0.6028626,300.2843,,,
33002.11,0.2414197,0.931952555,0.6073641,301.339,,,
33002.11,0.2449477,0.945571695,0.6028626,299.6892,,,
33002.11,0.2414197,0.931952555,0.6028626,300.2647,,,
33002.11,0.2396558,0.925143372,0.6073641,301.9596,,,
33002.11,0.2414197,0.931952555,0.6073641,301.3391,,,
33502.14,0.2396558,0.925143372,0.6163671,301.0886,,,
33502.14,0.2431837,0.938762125,0.6208686,299.0605,,,
33502.14,0.2396558,0.925143372,0.6163671,301.0869,,,
33502.14,0.2396558,0.925143372,0.6163671,300.8046,,,
33502.14,0.2396558,0.925143372,0.6163671,301.1096,,,
33502.14,0.2378979,0.91835735,0.6163671,300.1093,,,
33502.14,0.2396558,0.925143372,0.6163671,300.7842,,,
33503.61,0.2396558,0.925143372,0.6163671,300.8033,,,
33502.14,0.2396558,0.925143372,0.6163671,301.0075,,,
33502.14,0.2396619,0.925166919,0.6163671,300.1882,,,
33502.14,0.2396558,0.925143372,0.6208686,300.2864,,,
33502.14,0.2378979,0.91835735,0.6208686,299.419,,,
34002.18,0.2414258,0.931976103,0.62537,298.604,,,
34002.18,0.2396558,0.925143372,0.62537,300.3481,,,
34004.41,0.2396558,0.925143372,0.6298562,299.1817,,,
34002.18,0.2396619,0.925166919,0.6298715,299.7378,,,
34002.18,0.2378979,0.91835735,0.62537,299.7376,,,
34002.18,0.2396558,0.925143372,0.6298715,300.4288,,,
34002.18,0.2378979,0.91835735,0.62537,299.2574,,,
34002.18,0.2378979,0.91835735,0.62537,299.2576,,,
34002.18,0.2396558,0.925143372,0.62537,300.2484,,,
34002.18,0.2396558,0.925143372,0.62537,300.1491,,,
34002.18,0.2414258,0.931976103,0.62537,298.696,,,
34002.18,0.2378979,0.91835735,0.6343577,299.2585,,,
34002.18,0.2396619,0.925166919,0.62537,299.7374,,,
34002.18,0.2396558,0.925143372,0.6298562,299.3715,,,
34502.21,0.2378979,0.91835735,0.6388592,297.729,,,
34502.21,0.2378979,0.91835735,0.6388592,297.6221,,,
34502.21,0.2396558,0.925143372,0.6388592,298.9197,,,
34502.21,0.2378979,0.91835735,0.6388592,297.729,,,
34502.21,0.2378979,0.91835735,0.6388592,297.9978,,,
34502.21,0.2378979,0.91835735,0.6388592,297.6221,,,
34502.21,0.2378979,0.91835735,0.6388592,298.0697,,,
34505.21,0.2378979,0.91835735,0.6388592,300.2704,,,
34502.21,0.2396558,0.925143372,0.6388592,299.1115,,,
34502.21,0.2378979,0.91835735,0.6388592,297.9794,,,
34502.21,0.2396558,0.925143372,0.6388592,298.9974,,,
34502.21,0.2378979,0.91835735,0.6388592,297.622,,,
34502.21,0.2378979,0.91835735,0.6388592,297.5337,,,
34502.21,0.2378979,0.91835735,0.6388592,298.2518,,,
34505.21,0.2378979,0.91835735,0.6388592,297.8182,,,
34502.21,0.2378979,0.91835735,0.6388592,298.0882,,,
35002.24,0.2378979,0.91835735,0.6478469,298.3571,,,
35002.24,0.2378979,0.91835735,0.6523484,297.8965,,,
35002.24,0.2378979,0.91835735,0.6523484,297.8965,,,
35002.24,0.2378979,0.91835735,0.6523484,297.8056,,,
35002.24,0.2378979,0.91835735,0.6433455,297.9877,,,
35002.24,0.2378979,0.91835735,0.6523484,297.5542,,,
35002.24,0.2378979,0.91835735,0.6478469,298.2802,,,
35002.24,0.2414258,0.931976103,0.6478469,296.8342,,,
35002.24,0.2378979,0.91835735,0.6478469,297.6252,,,
35002.24,0.2378979,0.91835735,0.6433455,298.1715,,,
35002.24,0.2378979,0.91835735,0.6433455,298.0981,,,
35002.24,0.2378979,0.91835735,0.6523484,297.6252,,,
35002.24,0.2396558,0.925143372,0.6478469,297.7337,,,
35002.24,0.2378979,0.91835735,0.6478469,297.6252,,,
34997.04,0.2378979,0.91835735,0.6523484,299.0222,,,
35002.24,0.2396558,0.925143372,0.6523484,298.9245,,,
35502.27,0.2378979,0.91835735,0.6613513,297.2823,,,
35502.27,0.2361339,0.91154778,0.6613513,296.8449,,,
35502.27,0.2378979,0.91835735,0.6613513,296.8265,,,
35502.27,0.2378979,0.91835735,0.6613513,297.0203,,,
35502.27,0.2361339,0.91154778,0.6568499,296.5667,,,
35502.27,0.2361339,0.91154778,0.6613513,297.0018,,,
35502.27,0.2378979,0.91835735,0.6613513,297.1042,,,
35506.81,0.2378979,0.91835735,0.6568499,298.6592,,,
35502.27,0.2378979,0.91835735,0.6613513,296.7578,,,
35502.27,0.2378979,0.91835735,0.6613513,297.0946,,,
35502.27,0.2361339,0.91154778,0.6613513,297.0203,,,
35502.27,0.2396619,0.925166919,0.6613513,296.6712,,,
35502.27,0.2396619,0.925166919,0.6613513,296.8265,,,
35502.27,0.2396619,0.925166919,0.6613513,296.2258,,,
35502.27,0.2378979,0.91835735,0.6613513,296.9324,,,
35502.27,0.2378979,0.91835735,0.6568499,297.0203,,,
36002.3,0.2378979,0.91835735,0.6703544,296.6558,,,
36002.3,0.2343761,0.904762144,0.6703544,296.3815,,,
35998.38,0.2361339,0.91154778,0.6703544,298.8737,,,
36002.3,0.2361339,0.91154778,0.6703544,296.4681,,,
36002.3,0.2396619,0.925166919,0.6703544,300.0885,,,
36002.3,0.2361339,0.91154778,0.6703544,296.4681,,,
36002.3,0.2361339,0.91154778,0.6703544,296.4811,,,
36002.3,0.2378979,0.91835735,0.6703544,296.3138,,,
36002.3,0.2361339,0.91154778,0.6703544,296.4866,,,
36002.3,0.2361339,0.91154778,0.6748558,295.973,,,
36002.3,0.2361339,0.91154778,0.6703544,296.2281,,,
36002.3,0.2396619,0.925166919,0.6703544,296.0453,,,
36002.3,0.2361339,0.91154778,0.6703544,296.1426,,,
36002.3,0.2361339,0.91154778,0.6703544,296.3081,,,
36002.3,0.2378979,0.91835735,0.6703544,295.7216,,,
36002.3,0.2361339,0.91154778,0.6748558,295.7987,,,
36502.34,0.2361339,0.91154778,0.6793573,295.783,,,
36508.41,0.2343761,0.904762144,0.6793573,297.3607,,,
36502.34,0.2343761,0.904762144,0.6793573,295.783,,,
36502.34,0.2361339,0.91154778,0.6838588,295.783,,,
36499.05,0.2343761,0.904762144,0.6793573,297.2687,,,
36502.34,0.2396619,0.925166919,0.6748558,298.2094,,,
36502.34,0.23614,0.911571328,0.6793573,296.7208,,,
36502.34,0.2343761,0.904762144,0.6793573,295.6985,,,
36502.34,0.2343761,0.904762144,0.6793573,295.8615,,,
36502.34,0.2343761,0.904762144,0.6748558,295.1182,,,
36502.34,0.2343761,0.904762144,0.6838588,295.7646,,,
36508.41,0.23614,0.911571328,0.6838588,296.7261,,,
36502.34,0.2343761,0.904762144,0.6793573,295.9533,,,
36502.34,0.2343761,0.904762144,0.6793573,296.1251,,,
36502.34,0.2361339,0.91154778,0.6838588,295.6986,,,
36502.34,0.2343761,0.904762144,0.6793573,295.6919,,,
37002.37,0.2378979,0.91835735,0.6928464,296.5367,,,
37002.37,0.2343761,0.904762144,0.6928464,294.6786,,,
37002.37,0.2343761,0.904762144,0.688345,295.0867,,,
37002.37,0.2361339,0.91154778,0.688345,295.0042,,,
37002.37,0.2378979,0.91835735,0.688345,295.4016,,,
37002.37,0.2361339,0.91154778,0.6928464,297.4542,,,
37009.21,0.2378979,0.91835735,0.688345,296.6263,,,
37009.21,0.2343761,0.904762144,0.688345,296.8981,,,
37002.37,0.2343761,0.904762144,0.6928464,294.4998,,,
37002.37,0.2343761,0.904762144,0.688345,295.325,,,
37002.37,0.2361339,0.91154778,0.6928464,294.58,,,
37002.37,0.2343761,0.904762144,0.6928464,294.5882,,,
37002.37,0.23614,0.911571328,0.688345,295.9265,,,
37009.21,0.2343761,0.904762144,0.6973327,296.8071,,,
37002.37,0.2343761,0.904762144,0.688345,295.162,,,
37002.37,0.2343761,0.904762144,0.6928464,294.518,,,
37502.4,0.2343761,0.904762144,0.6973327,294.3174,,,
37502.4,0.2343761,0.904762144,0.7018341,295.4662,,,
37502.4,0.2361339,0.91154778,0.6973327,294.641,,,
37502.4,0.23437,0.904738596,0.7018342,296.7984,,,
37502.4,0.23437,0.904738596,0.6973327,294.0786,,,
37502.4,0.2343761,0.904762144,0.6973327,295.8994,,,
37502.4,0.2343761,0.904762144,0.7018342,296.4335,,,
37502.4,0.23437,0.904738596,0.7063357,294.228,,,
37510.02,0.2343761,0.904762144,0.6973327,295.8994,,,
37502.4,0.2343761,0.904762144,0.7063357,295.9873,,,
37502.4,0.2343761,0.904762144,0.6973327,294.5594,,,
37502.4,0.2361339,0.91154778,0.7018341,294.5595,,,
37502.4,0.2343761,0.904762144,0.7018342,293.8433,,,
37502.4,0.2343761,0.904762144,0.6973327,296.0756,,,
37500.4,0.2343761,0.904762144,0.6973327,296.2537,,,
37510.02,0.2361339,0.91154778,0.7018342,296.8909,,,
38001.07,0.2326121,0.897952574,0.7108371,296.0565,,,
38002.43,0.2361339,0.91154778,0.7108371,293.7075,,,
38002.43,0.2343761,0.904762144,0.7108371,293.716,,,
38002.43,0.2326121,0.897952574,0.7108371,293.542,,,
38002.43,0.2308481,0.891143004,0.7108371,293.3284,,,
38002.43,0.2343761,0.904762144,0.7108371,293.6379,,,
38002.43,0.2326121,0.897952574,0.7108371,293.3286,,,
38002.43,0.2343761,0.904762144,0.7108371,293.1761,,,
38002.43,0.23437,0.904738596,0.7108371,293.176,,,
38002.43,0.2326121,0.897952574,0.7108371,293.0147,,,
38010.82,0.2361339,0.91154778,0.7108371,296.4194,,,
38002.43,0.2343761,0.904762144,0.7108371,293.4053,,,
38002.43,0.23437,0.904738596,0.7153386,293.6378,,,
38002.43,0.2308481,0.891143004,0.7198401,294.033,,,
38002.43,0.2326121,0.897952574,0.7063357,293.8738,,,
38002.43,0.2343761,0.904762144,0.7108371,293.4825,,,
38502.46,0.2326121,0.897952574,0.71984,293.5463,,,
38502.46,0.2326121,0.897952574,0.7018341,295.033,,,
38501.75,0.2326121,0.897952574,0.7153386,295.033,,,
38502.46,0.2326121,0.897952574,0.7243416,292.6161,,,
38501.75,0.23437,0.904738596,0.7243416,295.4812,,,
38502.46,0.2326121,0.897952574,0.7198401,292.8676,,,
38502.46,0.2326121,0.897952574,0.71984,292.9426,,,
38502.46,0.2326121,0.897952574,0.71984,293.4595,,,
38502.46,0.2308481,0.891143004,0.7288431,292.3802,,,
38501.75,0.2326121,0.897952574,0.7198401,294.5886,,,
38502.46,0.2326121,0.897952574,0.7153386,293.6331,,,
38502.46,0.2326121,0.897952574,0.7198401,294.3238,,,
38502.46,0.2343761,0.904762144,0.7018341,294.5002,,,
38502.46,0.2308481,0.891143004,0.7018341,293.6331,,,
38502.46,0.2343761,0.904762144,0.7198401,292.8499,,,
38502.46,0.2308481,0.891143004,0.7153386,294.6773,,,
39002.5,0.2308481,0.891143004,0.7288431,293.0387,,,
39002.5,0.23437,0.904738596,0.737846,292.6233,,,
39002.5,0.2308481,0.891143004,0.7288431,295.0409,,,
39002.5,0.2326121,0.897952574,0.7333446,292.8798,,,
39002.5,0.2326121,0.897952574,0.7288431,293.1982,,,
39002.5,0.2326121,0.897952574,0.7333446,293.1114,,,
39002.5,0.23437,0.904738596,0.7288431,292.171,,,
39002.5,0.2326121,0.897952574,0.7288431,293.0318,,,
39002.42,0.2308481,0.891143004,0.7288431,295.3619,,,
39002.5,0.23437,0.904738596,0.7288431,292.3217,,,
39002.5,0.2308481,0.891143004,0.7333446,294.9778,,,
39002.5,0.2308481,0.891143004,0.7333446,293.4309,,,
39002.5,0.2308481,0.891143004,0.7333446,293.5916,,,
39002.5,0.2326121,0.897952574,0.7288431,293.8495,,,
39002.5,0.2308481,0.891143004,0.7288431,293.1114,,,
39002.5,0.2308481,0.891143004,0.7288431,292.9456,,,
39502.53,0.2308481,0.891143004,0.737846,293.625,,,
39502.53,0.2290903,0.884357368,0.7423322,293.7917,,,
39502.53,0.2308481,0.891143004,0.737846,294.1266,,,
39502.53,0.2290903,0.884357368,0.7333446,294.1267,,,
39502.53,0.2308542,0.891166552,0.737846,296.6102,,,
39502.53,0.2308481,0.891143004,0.737846,293.625,,,
39502.53,0.2308481,0.891143004,0.7423322,293.625,,,
39502.53,0.2308481,0.891143004,0.737846,293.3685,,,
39502.53,0.2308481,0.891143004,0.7468337,293.7916,,,
39502.53,0.2308542,0.891166552,0.7423322,292.8821,,,
39502.53,0.2326121,0.897952574,0.7423322,292.637,,,
39503.09,0.2308481,0.891143004,0.7423322,296.0848,,,
39502.53,0.2290903,0.884357368,0.7333446,294.2107,,,
39502.53,0.2290903,0.884357368,0.737846,294.295,,,
39502.53,0.2290903,0.884357368,0.737846,296.5223,,,
39492.97,0.2308481,0.891143004,0.737846,294.9639,,,
40002.56,0.2290903,0.884357368,0.7468337,293.69,,,
40002.56,0.2290903,0.884357368,0.7468337,294.5478,,,
40002.56,0.2290903,0.884357368,0.7468337,294.5478,,,
40002.56,0.2290903,0.884357368,0.7468337,294.0544,,,
40002.56,0.2308481,0.891143004,0.7513352,293.8024,,,
40002.56,0.2290903,0.884357368,0.7513351,297.9972,,,
40002.56,0.2290903,0.884357368,0.7513352,294.0544,,,
40002.56,0.2290903,0.884357368,0.7468337,293.8109,,,
40002.56,0.2290903,0.884357368,0.7468337,294.2905,,,
40002.56,0.2326121,0.897952574,0.7513351,295.0027,,,
40002.56,0.2273263,0.877547798,0.7558214,295.1772,,,
40002.56,0.2273263,0.877547798,0.7468337,297.1462,,,
40002.56,0.2308542,0.891166552,0.7468337,292.7422,,,
40002.56,0.2290903,0.884357368,0.7468337,293.69,,,
40002.56,0.2290903,0.884357368,0.7468337,294.7979,,,
40002.56,0.2290903,0.884357368,0.7468337,294.0543,,,
40502.59,0.2273263,0.877547798,0.7603381,293.5212,,,
40502.59,0.2326121,0.897952574,0.7603229,293.2785,,,
40502.59,0.2290903,0.884357368,0.7648244,293.3995,,,
40502.59,0.2273263,0.877547798,0.7648244,293.8893,,,
40502.59,0.2290903,0.884357368,0.7648244,298.1307,,,
40502.59,0.2326121,0.897952574,0.7648244,297.2859,,,
40502.59,0.2290903,0.884357368,0.7693259,294.2626,,,
40502.59,0.2290903,0.884357368,0.7603229,297.2859,,,
40502.59,0.2290903,0.884357368,0.7558367,293.5211,,,
40502.59,0.2290903,0.884357368,0.7603381,293.3996,,,
40502.59,0.2308481,0.891143004,0.7648244,296.5993,,,
40502.59,0.2290903,0.884357368,0.7603381,293.5211,,,
40502.59,0.2290903,0.884357368,0.7603381,298.562,,,
40502.59,0.2290903,0.884357368,0.7648244,294.0132,,,
40502.59,0.2308481,0.891143004,0.7648244,296.7353,,,
40934.06,0.2273263,0.877547798,0.7693259,293.2951,,,
41002.63,0.2273263,0.877547798,0.7648244,295.648,,,
41002.63,0.2290903,0.884357368,0.7648244,292.8593,,,
41002.63,0.2273263,0.877547798,0.7648244,292.9806,,,
41002.63,0.2308542,0.891166552,0.7648244,297.4395,,,
41002.63,0.2308542,0.891166552,0.7648244,291.5625,,,
40994.6,0.2273263,0.877547798,0.7693259,296.188,,,
41002.63,0.2273263,0.877547798,0.7648244,293.1023,,,
41002.63,0.2273263,0.877547798,0.7648244,295.9165,,,
41002.63,0.2290903,0.884357368,0.7648244,297.0163,,,
41002.63,0.2290903,0.884357368,0.7648244,297.0162,,,
41002.63,0.2308542,0.891166552,0.7693259,292.499,,,
41002.63,0.2273263,0.877547798,0.7648244,296.0518,,,
40994.6,0.2273263,0.877547798,0.7648244,296.1878,,,
41002.63,0.2308542,0.891166552,0.7648244,291.9095,,,
41002.63,0.2290903,0.884357368,0.7648244,292.8593,,,
41502.66,0.2273263,0.877547798,0.7783288,295.9048,,,
41502.66,0.2273263,0.877547798,0.7738273,292.7982,,,
41502.66,0.2273263,0.877547798,0.7783288,295.7679,,,
41502.66,0.2273263,0.877547798,0.7738273,292.3384,,,
41502.66,0.2273263,0.877547798,0.7783288,292.7909,,,
41502.66,0.2273263,0.877547798,0.7828302,295.0928,,,
41502.66,0.2308542,0.891166552,0.7783288,295.7679,,,
41502.66,0.2273263,0.877547798,0.7738273,292.5538,,,
41502.66,0.2290903,0.884357368,0.7783288,296.3194,,,
41502.66,0.2273263,0.877547798,0.7783288,292.9214,,,
41502.66,0.2290903,0.884357368,0.7783288,296.8815,,,
41502.66,0.2273263,0.877547798,0.7693259,293.0371,,,
41505.79,0.2290903,0.884357368,0.7828302,296.1806,,,
41502.66,0.2273263,0.877547798,0.7828302,295.361,,,
41502.66,0.2290903,0.884357368,0.7783288,297.1664,,,
41502.66,0.2273263,0.877547798,0.7738273,292.1915,,,
41995.69,0.2290903,0.884357368,0.7783288,296.4565,,,
42002.69,0.2273263,0.877547798,0.7828302,291.2815,,,
42002.69,0.2273263,0.877547798,0.7918333,291.0472,,,
42002.69,0.2273263,0.877547798,0.7783288,291.7568,,,
